	PFF_Baseline_11	PFF_Baseline_12	PFF_Baseline_13	PFF_Baseline_14	PFF_Baseline_15	PFF_Baseline_16	PFF_Baseline_17	PFF_Baseline_18	PFF_Baseline_19	PFF_Baseline_1921	PFF_Baseline_1937	PFF_Baseline_1942	PFF_Baseline_1943	PFF_Baseline_1944	PFF_Baseline_1946	PFF_Baseline_25	PFF_Baseline_26	PFF_Baseline_27	PFF_Baseline_28	PFF_Baseline_30	PFF_Baseline_32	PFF_Baseline_35	PFF_Baseline_36	PFF_Baseline_37
PFF_Baseline_1937	0.4072421138046455	0.46115789599779583	0.5016602373162752	0.39213034953688053	0.44088908947309036	0.3825268535040761	0.47978483428769736	0.37359792924935287	0.369856442936924	0.4044196676391038	0.0	0.39210878288007134	0.5523132905908854	0.46221858979121777	0.3882002423541706	0.5359759288330717	0.41728384241202504	0.39615342102354373	0.41673218332331313	0.4256099360830126	0.3035048770932323	0.38561452979117866	0.32778677661610955	0.4369654870378706
PFF_Baseline_1942	0.43460518791911423	0.38528712583081326	0.39811527358396653	0.336880066762041	0.3708723950558309	0.31929299074897427	0.33563685636856366	0.24927146048135382	0.2460443878092811	0.3163347877826259	0.39210878288007134	0.0	0.45381451873758144	0.4668669303165176	0.30038501515173693	0.376984561480346	0.3591061837608065	0.2592840123205672	0.3638242097147263	0.3886004123959603	0.24985559335087607	0.3301088624241981	0.250299596905981	0.30008751795769417
PFF_Baseline_1943	0.39655522881574135	0.37871919839132956	0.49708503300127804	0.5138000594223522	0.3714536368336127	0.45397565057591965	0.3763263845396797	0.3694876330571331	0.47750302721305204	0.42856188408217805	0.5523132905908854	0.45381451873758144	0.0	0.3939437593638354	0.41440279952113457	0.47501113413240903	0.3894914183426345	0.45849892649947466	0.33592673636437315	0.44335240021489747	0.5182341137123746	0.4568627450980392	0.530144997652148	0.4096230227858686
PFF_Baseline_1944	0.2784224162276986	0.35712347354138396	0.4566368675405685	0.395561266533514	0.2540675144443978	0.3448406566171968	0.4023263500857822	0.36502344161788775	0.3973186388683747	0.465683225214017	0.46221858979121777	0.4668669303165176	0.3939437593638354	0.0	0.501359852751298	0.48838778229410873	0.34863140286265465	0.452789787373331	0.32604588783294636	0.3203541320100375	0.4544042331124542	0.39907854322071085	0.43640680141161375	0.4378036032712292
PFF_Baseline_1946	0.4680677386335661	0.39031384932654506	0.4177340715643335	0.3378777753025915	0.37773546169981703	0.36299197910837533	0.34949638102950853	0.2832291543814129	0.31380196523053666	0.17411787024155811	0.3882002423541706	0.30038501515173693	0.41440279952113457	0.501359852751298	0.0	0.39359246942521214	0.3495741787733486	0.3376967520525927	0.39211136890951276	0.37179025677945765	0.30142315961912564	0.2781871668656977	0.31501567951345993	0.28557328507978286
PFF_Baseline_25	0.5095495382295658	0.35782688386844325	0.3099119036472741	0.4040948275862069	0.39025843449765396	0.36034316522697313	0.2423076923076923	0.31886379116732017	0.3634757499192614	0.36829832143934066	0.5359759288330717	0.376984561480346	0.47501113413240903	0.48838778229410873	0.39359246942521214	0.0	0.3452461227242077	0.36444156405271116	0.3720380065929804	0.4310490773311262	0.45442166344294005	0.37517904088477927	0.4084984705412954	0.28488335201675163
PFF_Baseline_26	0.34148578416386427	0.34068430268326155	0.4311175804625586	0.31366152053597435	0.25764472455648924	0.2872960994258038	0.3139811208660638	0.2737394623826945	0.34432011856243055	0.3913380096313157	0.41728384241202504	0.3591061837608065	0.3894914183426345	0.34863140286265465	0.3495741787733486	0.3452461227242077	0.0	0.36107638099568085	0.27509562388940756	0.2866449990440755	0.410327078692692	0.3404294837907731	0.42260094948525095	0.3661112452708685
PFF_Baseline_27	0.4139617493371773	0.37744259990093787	0.40262847404299945	0.3638400094320158	0.35575304851043726	0.31337990162063806	0.34554273289847803	0.28682828341940864	0.31143409980650677	0.3560486083888671	0.39615342102354373	0.2592840123205672	0.45849892649947466	0.452789787373331	0.3376967520525927	0.36444156405271116	0.36107638099568085	0.0	0.2976219512195122	0.4052477266300546	0.3428516941071769	0.36642335766423356	0.3415114178641719	0.32698298781581825
PFF_Baseline_28	0.33157894736842103	0.24909143646880172	0.3633208288048242	0.38067505792472917	0.2786700125470514	0.26804987432852	0.26879524116677417	0.28106504279744615	0.3330781132857986	0.37247688011104235	0.41673218332331313	0.3638242097147263	0.33592673636437315	0.32604588783294636	0.39211136890951276	0.3720380065929804	0.27509562388940756	0.2976219512195122	0.0	0.3640232230712037	0.40549298980944604	0.4099406505436533	0.4216283972423224	0.3289145488479182
PFF_Baseline_30	0.2994383290621556	0.32285714285714284	0.3906236676501185	0.27597109994348296	0.28732536609998316	0.29271260245901637	0.3930630803268122	0.29252319446971076	0.3724215176876886	0.3597771551443279	0.4256099360830126	0.3886004123959603	0.44335240021489747	0.3203541320100375	0.37179025677945765	0.4310490773311262	0.2866449990440755	0.4052477266300546	0.3640232230712037	0.0	0.40436356007762103	0.29899098775412436	0.3852496691970193	0.363531448355453
PFF_Baseline_32	0.3959550561797753	0.3931123018530922	0.35547281779147233	0.37406247156542877	0.41628588166373753	0.35859214370739095	0.4152787256596047	0.292039055638787	0.2586539223193304	0.3299291714709274	0.3035048770932323	0.24985559335087607	0.5182341137123746	0.4544042331124542	0.30142315961912564	0.45442166344294005	0.410327078692692	0.3428516941071769	0.40549298980944604	0.40436356007762103	0.0	0.3166032046203777	0.14469306621506384	0.3457789901400847
PFF_Baseline_35	0.36715607011189444	0.35746213461105575	0.3671554155465026	0.2958598301240717	0.32122652015739844	0.3126376865555866	0.34929373537384045	0.24729980281938846	0.2981773190898666	0.22801426272443281	0.38561452979117866	0.3301088624241981	0.4568627450980392	0.39907854322071085	0.2781871668656977	0.37517904088477927	0.3404294837907731	0.36642335766423356	0.4099406505436533	0.29899098775412436	0.3166032046203777	0.0	0.32992722492512433	0.275953772407906
PFF_Baseline_36	0.4222011615756604	0.39533568483874326	0.3703297373072469	0.3666951889370394	0.42373724807165963	0.3410121661507451	0.40879585054508183	0.28956205880337194	0.24543656082948662	0.34479884174965997	0.32778677661610955	0.250299596905981	0.530144997652148	0.43640680141161375	0.31501567951345993	0.4084984705412954	0.42260094948525095	0.3415114178641719	0.4216283972423224	0.3852496691970193	0.14469306621506384	0.32992722492512433	0.0	0.34638083534355896
PFF_Baseline_37	0.4336948537354708	0.28174822342501565	0.3233248033361767	0.31049760845850466	0.32065445862550235	0.2705100562016189	0.24690902738689077	0.24696248460437403	0.26787671232876714	0.2564767772853385	0.4369654870378706	0.30008751795769417	0.4096230227858686	0.4378036032712292	0.28557328507978286	0.28488335201675163	0.3661112452708685	0.32698298781581825	0.3289145488479182	0.363531448355453	0.3457789901400847	0.275953772407906	0.34638083534355896	0.0
