#OTU ID	PFF_Cecum_11	PFF_Cecum_12	PFF_Cecum_13	PFF_Cecum_14	PFF_Cecum_15	PFF_Cecum_16	PFF_Cecum_17	PFF_Cecum_18	PFF_Cecum_19	PFF_Cecum_1904	PFF_Cecum_1906	PFF_Cecum_1907	PFF_Cecum_1908	PFF_Cecum_1910	PFF_Cecum_1913	PFF_Cecum_1914	PFF_Cecum_1917	PFF_Cecum_1920	PFF_Cecum_1921	PFF_Cecum_1937	PFF_Cecum_1938	PFF_Cecum_1941	PFF_Cecum_1942	PFF_Cecum_1943	PFF_Cecum_1944	PFF_Cecum_1945	PFF_Cecum_21	PFF_Cecum_25	PFF_Cecum_27	PFF_Cecum_28	PFF_Cecum_30	PFF_Cecum_32	PFF_Cecum_35	PFF_Cecum_36	PFF_Cecum_37	PFF_Colon_11	PFF_Colon_12	PFF_Colon_13	PFF_Colon_14	PFF_Colon_15	PFF_Colon_16	PFF_Colon_17	PFF_Colon_18	PFF_Colon_19	PFF_Colon_1904	PFF_Colon_1906	PFF_Colon_1907	PFF_Colon_1908	PFF_Colon_1910	PFF_Colon_1913	PFF_Colon_1914	PFF_Colon_1917	PFF_Colon_1920	PFF_Colon_1921	PFF_Colon_1937	PFF_Colon_1938	PFF_Colon_1941	PFF_Colon_1942	PFF_Colon_1943	PFF_Colon_1944	PFF_Colon_1945	PFF_Colon_1946	PFF_Colon_21	PFF_Colon_25	PFF_Colon_27	PFF_Colon_28	PFF_Colon_30	PFF_Colon_32	PFF_Colon_35	PFF_Colon_36	PFF_Colon_37	PFF_Jejunum_11	PFF_Jejunum_12	PFF_Jejunum_13	PFF_Jejunum_14	PFF_Jejunum_15	PFF_Jejunum_16	PFF_Jejunum_17	PFF_Jejunum_18	PFF_Jejunum_19	PFF_Jejunum_1904	PFF_Jejunum_1906	PFF_Jejunum_1908	PFF_Jejunum_1910	PFF_Jejunum_1913	PFF_Jejunum_1914	PFF_Jejunum_1917	PFF_Jejunum_1920	PFF_Jejunum_1921	PFF_Jejunum_1937	PFF_Jejunum_1938	PFF_Jejunum_1942	PFF_Jejunum_1943	PFF_Jejunum_1944	PFF_Jejunum_1945	PFF_Jejunum_1946	PFF_Jejunum_21	PFF_Jejunum_25	PFF_Jejunum_27	PFF_Jejunum_28	PFF_Jejunum_30	PFF_Jejunum_32	PFF_Jejunum_35	PFF_Jejunum_36	PFF_Jejunum_37	PFF_Baseline_11	PFF_Baseline_12	PFF_Baseline_13	PFF_Baseline_14	PFF_Baseline_15	PFF_Baseline_16	PFF_Baseline_17	PFF_Baseline_18	PFF_Baseline_19	PFF_Baseline_1921	PFF_Baseline_1937	PFF_Baseline_1942	PFF_Baseline_1943	PFF_Baseline_1944	PFF_Baseline_1946	PFF_Baseline_25	PFF_Baseline_26	PFF_Baseline_27	PFF_Baseline_28	PFF_Baseline_30	PFF_Baseline_32	PFF_Baseline_35	PFF_Baseline_36	PFF_Baseline_37	taxonomy
PWY-7210	34.8235	2577.0122	0	0	3890.419	0	1428.2122	0	0	0	0	0	0	0	0	0	0	2904.6872	0	44.8514	0	2730.1766	0	0	0	0	69.8026	0	0	0	0	44.6671	0	0	0	213.1112	3775.149	0	0	2718.3768	0	741.5426	0	0	0	0	0	0	0	0	0	0	884.654	966.5624	0	0	3184.2674	0	0	0	0	0	0	44.931	0	0	0	84.5096	99.227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.5367	0	0	0	103.75	0	0	0	0	0	59.4738	0	0	142.41	0	0	0	0	0	0	
PWY-7211	2638.9896	4516.2757	1779.3329	2507.3799	6933.5484	2748.5594	10040.2029	9440.8131	3962.4039	3157.4562	3703.5381	4070.9128	2009.6043	2829.6406	3799.3243	2916.0075	3146.6756	4942.3269	4476.1231	6409.8457	2401.5683	4558.3134	4482.3027	2827.7456	4413.898	4147.4263	4418.2451	6031.032	6524.104	2896.9276	3154.1836	3019.5124	3914.2942	3213.3417	3082.61	5038.9468	6418.8049	2901.3285	2181.2454	6181.6515	3173.5713	4387.4157	2084.6488	3250.6831	4250.7259	4741.4934	2849.9467	2004.6962	4238.222	1163.9775	2768.5841	3036.9726	3291.6843	9044.9336	6242.5351	3867.667	5363.9036	4278.5522	6131.5016	6693.0669	2428.6362	3390.2273	3496.3859	4363.8223	6099.2819	1887.3879	2069.3977	3657.28	6567.4917	7073.0834	3872.2316	1397.1938	526.2318	953.3287	1602.8545	1667.4105	2393.8731	686.8584	237.8457	2456.0461	647.9157	1393.9463	606.3726	469.6316	648.3062	672.4968	670.5095	368.2865	296.974	20682.6904	3020.441	1999.2554	1640.0762	1930.4284	1428.6215	2836.2608	4651.7334	235.0447	304.5538	627.342	489.3803	1653.6739	1414.2862	1286.6095	651.9624	6394.9165	2681.4173	1810.9143	3662.5234	3481.0702	3118.5738	1164.4265	3328.1969	4280.928	3298.1671	4500.7519	2301.6458	5731.0985	3853.0795	4148.3769	1311.904	4145.6361	3370.7474	4133.0695	4070.7724	4839.6997	3344.5182	3169.4079	2757.6942	
PWY-7219	26624.6499	28394.6394	23612.6386	34045.4189	28175.454	25976.8766	53812.1052	94327.4585	37570.3491	23543.5439	32326.8673	24389.9856	22465.597	26285.008	27688.5695	23864.9053	20065.0302	33470.9174	28556.842	29288.2402	19351.9014	23468.518	24604.8765	21508.5807	24178.9114	25260.9291	37970.2621	31808.2933	44594.957	34969.236	27179.0731	19217.0663	25399.7076	30384.8583	35063.7671	31628.9036	35244.9895	20848.5314	33916.142	22721.8343	38847.6857	22334.5449	33399.7339	29080.968	34807.0465	23673.9859	19059.8678	20757.2401	31256.0602	20896.2547	19870.1395	19660.6621	21601.6666	24192.496	17818.5127	15903.9051	33679.6395	24094.7379	28310.7184	21412.0482	18548.5761	19002.2754	26494.0671	30848.5779	33512.7542	35503.567	15862.1062	20455.4337	23814.0177	37370.344	30951.2945	25464.2624	53194.9872	44887.4683	33545.1946	60426.6963	59106.771	37676.4786	55715.9195	41759.6866	45753.5599	64182.5175	48011.8761	34098.0828	35620.2608	42621.2832	26743.0492	46128.5462	47851.7965	47393.8195	18313.1883	44756.589	30666.2367	47229.6047	32876.1453	23291.5805	30831.0342	46478.6428	59151.8111	32393.1515	41384.1537	29103.4036	37432.6309	50925.7901	50006.7265	30851.3474	17880.9166	15849.1279	16159.0581	20988.2596	16032.9408	15291.9706	21720.6608	18925.9081	19868.5965	29573.2097	20100.0437	24448.7251	27906.974	23246.0538	10755.6005	21156.8289	21338.623	18407.901	20104.2539	28789.2768	22295.1492	24080.0776	15047.7154	
PWY-7220	16043.9594	14979.8861	14338.496	30094.569	19504.8207	25090.7398	50118.1976	106916.1173	40550.1889	23687.4116	25712.462	22793.8694	23680.3123	25583.7622	28314.5112	20836.2567	19181.6744	38243.7033	26414.5896	23184.879	11616.5696	23307.7765	26675.1761	21873.0335	19028.8312	26119.4899	42058.3256	34537.1009	44383.993	27184.5708	20744.9848	16054.3356	21655.954	28949.5052	27877.6354	32371.0511	26496.1434	20533.9959	35942.608	16914.9914	43199.9304	26797.9977	37488.8124	31359.8355	37580.6229	22640.8154	21922.1021	23771.9764	37763.2006	22315.549	21397.3209	22965.4181	29259.0002	22287.064	18772.8531	15284.3748	38870.7036	25279.432	29758.6197	21696.3906	19523.358	18541.192	29570.9318	31998.4675	31154.7011	37399.9808	16723.3247	23819.5685	24830.4584	40210.7759	33342.7264	28157.599	57425.5032	51645.1374	37590.3629	64057.5696	69939.0957	59513.8216	63737.5311	46133.6337	49208.7911	67404.326	55154.1364	50320.6134	39280.3987	47467.0666	37388.7989	75913.854	71937.2213	48807.3966	18334.4085	49860.4089	35092.6954	50201.8216	35917.4052	26100.4696	34068.2402	49571.9238	64911.457	35920.0077	45489.3813	36986.8006	70086.1552	57641.2481	56725.3742	28015.0796	23513.3731	18473.7368	14804.5068	22744.3228	15524.299	18737.1973	26394.7454	21191.1079	23062.8834	30952.8635	22848.1155	32927.635	28348.8329	27552.6211	12957.4455	22290.7359	24834.8922	21706.5638	16017.4025	33111.8614	22314.5146	26779.9169	18869.3979	
PWY-7221	23106.1553	24517.4895	20606.9444	31014.4694	24867.425	24461.8442	48327.6126	90494.6765	36637.7867	21720.2931	29072.6058	22025.6796	20781.4301	23747.2298	25915.6138	21418.7719	18246.4794	30470.8435	25956.0217	26840.1607	16675.6798	21393.7879	23392.6848	20059.7802	21506.7789	23639.2492	35727.8416	29988.7849	41670.4025	31716.4986	24062.5814	16926.2408	22362.0566	26777.7742	31480.712	31004.2507	31262.2444	19661.8856	32973.6705	20196.9062	39214.289	20908.0057	32504.9956	28191.6368	32851.9692	22008.8156	18164.6976	19561.482	30150.1563	20471.2176	18896.9325	18512.8994	20931.2235	21442.8172	17314.8486	14864.6407	31712.8033	23533.9073	27232.5803	20213.9465	18164.3558	17961.8322	25285.6549	30327.0374	30813.4345	34625.6756	15192.7658	19400.769	22793.1367	33121.7782	29695.3894	24439.9965	52679.2656	43079.7584	30225.6554	60155.8969	56176.5449	37421.3135	55690.9961	41185.8556	44935.1307	64483.8424	47667.806	33768.1352	35003.8674	42324.7768	25630.1377	45916.216	47804.3073	47775.4299	17158.0966	43688.841	29059.188	46849.135	31482.8087	22744.5373	30001.5418	46091.2792	58250.2185	30616.0789	40286.041	27996.4381	37355.4678	45175.938	49406.6444	27908.2896	16728.2319	14432.2945	14602.5347	19734.4261	14535.9227	14673.2472	20276.2781	17553.8322	18101.7982	26882.4026	18304.5988	23438.4786	25871.3677	21170.8979	9999.0654	19568.0995	19740.9094	17315.9638	17782.892	26125.6751	20209.3333	21723.8653	14164.6774	
PWY-7222	16043.9594	14979.8861	14338.496	30094.569	19504.8207	25090.7398	50118.1976	106916.1173	40550.1889	23687.4116	25712.462	22793.8694	23680.3123	25583.7622	28314.5112	20836.2567	19181.6744	38243.7033	26414.5896	23184.879	11616.5696	23307.7765	26675.1761	21873.0335	19028.8312	26119.4899	42058.3256	34537.1009	44383.993	27184.5708	20744.9848	16054.3356	21655.954	28949.5052	27877.6354	32371.0511	26496.1434	20533.9959	35942.608	16914.9914	43199.9304	26797.9977	37488.8124	31359.8355	37580.6229	22640.8154	21922.1021	23771.9764	37763.2006	22315.549	21397.3209	22965.4181	29259.0002	22287.064	18772.8531	15284.3748	38870.7036	25279.432	29758.6197	21696.3906	19523.358	18541.192	29570.9318	31998.4675	31154.7011	37399.9808	16723.3247	23819.5685	24830.4584	40210.7759	33342.7264	28157.599	57425.5032	51645.1374	37590.3629	64057.5696	69939.0957	59513.8216	63737.5311	46133.6337	49208.7911	67404.326	55154.1364	50320.6134	39280.3987	47467.0666	37388.7989	75913.854	71937.2213	48807.3966	18334.4085	49860.4089	35092.6954	50201.8216	35917.4052	26100.4696	34068.2402	49571.9238	64911.457	35920.0077	45489.3813	36986.8006	70086.1552	57641.2481	56725.3742	28015.0796	23513.3731	18473.7368	14804.5068	22744.3228	15524.299	18737.1973	26394.7454	21191.1079	23062.8834	30952.8635	22848.1155	32927.635	28348.8329	27552.6211	12957.4455	22290.7359	24834.8922	21706.5638	16017.4025	33111.8614	22314.5146	26779.9169	18869.3979	
PWY-7228	9104.9848	8024.7316	7345.0239	19446.8757	11401.7494	16451.747	25783.9427	73935.8994	33433.5695	13864.3114	13290.5541	11921.003	14121.6221	11536.5202	19465.4086	11704.8639	7857.3494	15518.7486	14211.949	16401.2341	5025.8356	13455.5146	19330.7477	15047.1905	12256.3863	17370.3929	26377.7495	23453.7676	30672.0317	17304.5529	13184.5665	7168.7642	10227.769	10906.2319	17593.9876	25583.4935	15942.2013	13602.0773	30035.5808	10849.5756	34951.8375	14140.8358	29292.2645	24645.262	24900.1743	13821.8704	13786.3512	14549.1803	24805.9225	18729.1512	14392.4706	11098.9697	16141.047	12989.4342	14849.2561	8859.0042	24604.428	21143.4226	22418.0958	14749.4812	16037.1348	14525.4428	20672.5474	27803.8916	20758.1332	31768.481	13242.2904	14910.4556	15091.9556	13049.3311	24538.1671	20702.5044	54465.7737	42261.3523	27760.1424	62259.5695	55687.2922	26451.2581	56449.5682	40814.0906	42765.7381	65438.0899	47639.807	25721.8585	33604.2604	42133.9176	20314.1224	30478.1086	40218.4422	47717.3967	10653.8819	43847.888	27658.177	47871.0314	28145.9906	20118.8071	29333.8781	45856.9468	59829.494	25730.2988	39544.4393	20795.2362	12311.722	19555.8475	49208.1245	16456.9451	8632.4917	5788.114	7679.6436	14132.3383	8284.7899	9928.7821	11357.0232	9631.1251	7262.8967	11768.3913	7844.6941	14583.8065	17175.5732	8155.9817	4008.7236	12458.8052	8958.462	11457.5021	7327.2737	11891.7074	7988.743	7017.3824	7056.9271	
PWY-7229	23214.3236	23726.5258	20715.7782	33431.1011	25925.7614	26136.8368	53785.2093	98261.2459	39263.5638	23860.6679	30969.6467	24379.4523	23071.3512	26704.1861	28093.3627	23447.9116	20229.6782	35372.1884	28473.3679	27919.2614	16886.0812	23856.8337	25387.5282	21811.5688	23005.6484	25661.2551	39353.5651	32817.0991	44860.4774	33231.5945	25679.2261	18708.9722	24899.7507	30655.9521	33497.6526	32298.3109	33256.637	20853.3714	35254.3315	21309.787	40956.8302	23668.567	35102.6272	30292.8638	35979.332	23664.9366	20110.2037	21733.3831	33629.1988	21810.6471	20533.2711	20689.2862	24059.3326	23886.1287	18273.4077	15810.0015	35282.1806	24960.5291	29020.3486	21512.8725	19225.7149	18960.0648	27623.2503	31982.7342	33149.6775	36777.8025	16367.8623	21652.593	24288.6411	38713.8553	32000.1049	26619.1378	56111.7316	47660.7265	35066.2923	63500.6845	62943.6818	43897.7585	59925.2482	44227.4256	47913.0478	67405.7208	51532.902	39086.1248	37493.9802	45398.4435	30046.2639	54327.6083	55412.5696	49255.9467	18416.1406	47414.8073	32346.9803	49618.737	34305.4003	24616.0574	32509.164	48816.781	62553.9893	33555.3734	43609.1865	31877.7341	45282.4125	53622.0086	53485.6357	30423.8123	19687.3902	16742.0732	15856.1316	21710.9646	15938.1593	16563.6708	23241.6809	19849.8044	20951.1111	30225.12	21080.3087	27187.9785	28266.1336	24619.2454	11449.6698	21527.2126	22438.8519	19655.9549	19121.4166	30170.4248	22652.5615	25059.6829	16309.8272	
PWY-7234	8340.5662	10486.8902	6321.9377	24515.7244	6908.7324	18737.0299	31384.3864	80629.7014	33956.4923	18010.993	11717.9358	12386.8544	16934.4213	14849.5456	21708.0619	12011.8803	8134.2579	18807.2903	13156.8557	18288.0421	4508.3358	17109.6743	21268.8879	16793.9444	12257.1029	19669.3786	31379.155	27326.5198	36139.0712	20662.6114	16309.2479	7917.7025	11710.629	15554.3505	20648.115	27359.2703	21894.1092	14683.5947	30861.5964	7249.5011	34935.1642	16187.16	29738.0609	25926.4188	30195.5024	14437.1008	15307.2354	16812.4078	25359.9176	19093.2338	16040.439	12538.707	15839.56	14396.3935	15452.4252	10077.7326	28357.2803	21742.5259	24430.3482	15983.4902	16669.0818	13599.1724	23070.0995	28251.881	25199.3895	32064.8412	14057.3875	16563.3878	13803.8034	20875.5085	26321.873	22504.4367	50518.4368	41290.084	23627.3123	57448.8866	54152.526	19383.3405	49229.021	38467.1659	42389.3321	60006.4698	42700.8727	20624.463	32989.726	38382.7838	18566.269	21362.4798	29678.5454	44248.4929	13356.4482	41771.9521	27709.4066	44767.7933	29588.4339	20382.51	28706.887	43555.5722	55991.1919	26375.408	38620.2203	21255.2066	11927.5003	30485.2489	45042.3353	20334.0851	9474.3157	4656.0596	8390.6682	16566.9477	9978.5564	10663.1284	13508.8395	12519.9904	9349.3745	13246.4707	12252.6288	15706.4332	21419.0663	9614.4389	3470.7825	14900.1419	10227.8816	12744.8901	9461.6811	13826.3996	9501.7762	10253.7761	7526.8722	
PWY-7237	650.25	233	851.45	608.6	486.4	1182.5	515.5	3236.5	547.9	315.6	1003.05	1103.2	285.1	248.2	907.7	404.5	390.5	464.4	787.65	418.1	476.7	207.3	321.8	658.8	590.8	614	933.1	315.9	845.5388	1353.5	464.4	760.2	657.75	820.1	569.6	1590.65	405.5	1745.4	473.3	444.8	3678	156.8	817.3	558.5	537.8	871.8	609.45	358.6	377.5	171.1	247.6	319	182.4	438.6	165	600.2	257.2	305.7	689.6	492	428	1396.6	685.75	467.5	760.15	922.1	200.8	513.1	1446	1357	1025.05	238.5	0	7.7419	22.2178	3	85.5	84.75	4	296.6	8.8076	100.28	84.1	13.5	108.75	3.75	12	0	48	0	1.67	34.25	86.7686	3.25	55.5	509.05	55.5	77.7661	28.5213	502.97	47.7577	137.5	36.25	881.5	9	1313.05	347.8	443.6	980.85	399.8	569.15	171.5	406.4	488.7	384.25	1203.3	742.75	605.05	707.3	539.1	204	619.6	882.8	503.8	610.25	1079.95	1028.1	822.7	495.7	
PWY-7242	13628.6432	20102.1206	12112.5334	11066.1786	18606.3134	7540.6572	15189.8078	23147.8905	6841.3372	7238.7626	17307.748	11645.3152	7201.9494	13043.3552	7823.0135	8665.3377	9414.4605	13319.9441	11451.3742	8282.3274	10857.7889	9177.6226	6553.431	6036.7602	9886.2819	8926.2135	12634.1534	9852.9314	12372.6383	12037.1228	9062.8801	9344.0789	11995.7968	8378.0789	17187.1808	12048.1123	21923.0293	10866.1022	7366.2966	14622.7286	6992.4996	5197.7797	5839.5358	6732.4152	9724.9423	12142.7526	6994.1644	6376.5604	7519.7636	3201.5654	7057.6866	8014.3252	4453.6946	9289.6691	3379.0619	7855.822	9935.0968	5641.3225	7649.9532	8634.7591	5009.9245	9571.2459	7866.8539	6817.6405	10680.1503	7397.137	4002.698	7561.6057	11528.6522	17398.9905	10694.258	6521.9807	1506.3827	4660.6674	6770.6077	1662.1969	5202.5358	2931.4762	212.8416	3593.0783	5754.2459	465.2177	1702.9229	3647.5518	3558.8503	2834.3394	4398.9022	2497.6637	920.7594	4158.3878	9176.5707	3291.2221	4835.1562	2126.7122	7902.1464	4877.8932	3300.4116	3942.5173	2163.5681	9928.9872	4957.9163	7554.7929	1929.3052	4747.5387	3241.2649	16377.0905	7629.6675	8267.51	9757.2762	8904.9087	9538.5766	5823.4367	9352.3588	8866.064	11614.728	16287.2062	9954.0392	7276.7816	10453.1559	13641.4755	6171.7344	10720.5539	10757.3874	7691.0163	11048.8081	14091.0002	12553.0841	12142.7466	7210.0448	
PWY-7254	122.4219	0	0	0	0	0	0	47.9541	281.6571	158.0616	62.8711	49.3842	28.4427	0	140.7396	394.4903	65.7484	41.1693	0	59.8534	32.9424	0	38.8903	84.2877	29.9591	20.9734	17.9842	122.0566	53.8959	56.8762	0	38.9106	98.5389	0	0	29.9436	0	0	0	14.9912	49.2687	0	15.4014	209.4498	307.501	105.9567	84.7412	45.5579	0	185.2235	277.5813	53.0334	44.7267	198.2738	11.9862	62.6245	0	50.6774	35.9164	80.5378	0	17.9768	0	50.5877	110.4763	47.8272	14.9676	63.3668	65.7783	32.964	10.4933	765.6979	0	52.3521	0	17.9041	50.9198	57.4671	82.0278	159.468	11.9869	232.4254	73.9005	0	254.0453	26.7113	0	0	152.7086	0	0	191.8993	95.4519	10.4738	0	630.1556	2.5792	36.8973	100.976	111.5083	14.9798	68.3895	207.0667	35.9509	79.8864	29.9636	0	0	0	0	10.4897	0	0	0	202.6622	160.7163	994.5874	61.1657	0	11.9914	0.8699	8.9932	20.9631	20.9473	7.4968	0	0	11.991	14.9738	
PWY-7255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.0271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PWY-7315	9739.1662	13667.9699	7631.3017	9778.7595	11796.2504	7760.8594	20378.2695	20382.7769	2272.5813	6082.569	9145.5196	7211.2023	5182.611	10298.618	6307.5671	4346.619	5626.0985	9223.1483	10409.6188	12146.8945	7958.7781	5461.393	4116.5579	5293.7979	7567.8186	5145.1222	9087.853	5180.4117	10095.3843	11623.66	11210.8768	6725.1739	9627.4675	12226.9469	12734.2644	1712.6636	13784.4131	3333.4148	1940.9933	8495.5439	1702.5558	6174.18	5268.7489	1941.6089	4278.0088	4915.5405	1872.3286	3493.8069	3984.1485	1468.4258	1434.817	3666.7571	2372.0919	7147.3622	4472.7949	2408.6308	5343.1593	1976.4379	5149.5627	4345.9168	1058.1137	1266.3013	4630.5436	774.7126	8880.9928	2681.9082	1731.7078	1400.6917	4009.215	10337.386	4052.2311	279.4404	273.1453	253.7513	502.6742	766.7623	1106.6377	617.7445	43.6226	1010.0755	634.3604	260.2439	275.2406	39.9626	842.5146	112.9847	324.2186	158.2564	83.3289	5953.7196	307.1049	85.5559	960.3451	396.0916	531.3379	1733.2554	718.3585	252.9416	413.826	1357.9556	399.5281	76.8287	236.7772	20920.5178	342.823	5512.8514	2543.545	3380.3087	1610.4587	2162.2021	1888.7418	795.531	2548.0987	1612.7189	5507.3129	5025.2434	2173.547	2666.3669	3800.0533	5483.9394	594.5023	1787.0794	1650.9614	1230.9953	4943.5749	4992.9669	5185.6309	3475.1024	1357.6293	
PWY-7323	10440.8791	6414.8683	8374.9393	10044.2811	10855.0419	9049.1394	15419.8005	22107.4221	9128.1318	6564.3611	11852.0224	10578.1642	7010.6675	4972.8565	10262.327	9696.6499	8217.7798	7067.1096	11229.1973	8928.8912	7331.5939	5110.4712	7887.2558	8140.9995	9963.5687	9867.5716	8114.8657	8900.9594	11940.3065	9260.6147	7886.0311	6565.8319	10342.7472	9623.8853	12329.4737	13495.753	7825.2889	10543.0777	8441.5466	10148.0163	8260.74	5970.9455	6162.5432	8470.7993	9582.3621	9993.7109	8084.04	6115.3278	7670.8091	4496.6465	8716.7115	8200.0898	4225.0404	10888.1582	5132.9477	8529.6507	6517.1931	7463.4615	10308.7525	10138.4579	5929.7196	11394.4263	5875.6599	9004.3721	10143.3708	7961.0602	4675.3043	7462.9171	13665.5468	13425.0045	11674.6202	9697.986	5281.2754	16054.6329	20997.3496	3372.4912	23885.6657	2909.1525	695.1527	5809.2636	10697.6203	605.2708	3846.2256	4222.7083	9026.6188	4148.3039	7576.0303	2472.5778	1018.1514	8146.0101	10488.8878	10617.0749	13753.7825	5217.6374	13706.9545	5010.7268	8088.7952	6321.3942	8526.1144	15358.8113	10952.1345	9727.3948	3323.8141	12274.4363	6816.509	11246.1504	6987.0885	7156.6916	9166.8816	8229.9153	8277.9271	5975.3891	8201.5555	8540.2026	8232.2686	15079.174	8303.7557	6767.243	8516.6297	10225.1138	5771.9356	9420.2741	9537.086	7777.9722	8736.4621	12311.6997	8998.1429	10284.5654	7036.3305	
PWY-7328	5191.4618	4880.2488	4751.8967	10536.1327	5860.2694	9731.2972	19719.0079	27492.4936	3017.3592	6355.9485	7168.6233	7703.2301	5624.271	4669.5989	8806.4904	7078.6631	5325.7281	8271.5816	8581.4812	11048.815	3828.3969	5107.5844	5343.0262	7309.5131	7385.8344	6830.6562	7844.1067	5247.6233	10964.3854	11494.0603	9777.7945	5845.9338	6494.386	13780.6748	9081.6733	5699.4036	4983.5544	5595.1123	2860.4071	3962.0846	2894.0034	6721.6333	7093.6787	2603.5244	4819.9935	4976.0658	3579.5635	3478.9889	3318.1143	1997.9765	2632.6379	3994.0071	2409.9361	5550.2673	4663.2871	2459.6696	5546.5559	2487.1313	6504.5336	3598.3247	1854.505	3986.4655	3946.1193	2139.1406	8774.5629	4194.5865	1888.7526	2098.3595	6094.7165	12441.0393	5680.3089	4681.9416	5205.7074	15285.4746	17778.8462	2046.5352	26111.0194	1445.5515	901.4807	4013.0885	5506.9456	300.0459	4129.0809	1448.7056	7134.108	1356.4148	5630.4115	577.9483	84.9012	8392.2762	380.0538	9631.9858	12005.9418	3151.8492	7696.4613	2431.3022	6484.7172	2259.3074	9412.4654	9358.4761	8231.9311	3652.9562	1997.6739	26128.8688	4849.1418	5170.8307	1977.1587	3283.8259	2378.9766	1772.594	1819.2698	755.2552	1900.3652	2077.0019	2184.4772	4685.6163	2552.7539	2289.7684	3034.0097	2450.508	895.346	1970.658	3287.9628	1762.8424	3686.0986	5807.2729	3267.5976	4056.4157	1883.2344	
PWY-7332	525.1326	915.9108	1002.9462	1226.4324	2277.8909	839.8034	1094.7289	2969.2726	879.3237	831.1079	963.5276	1137.9367	1365.2043	676.6615	972.6193	1009.1158	719.3688	942.5704	1689.8955	2565.7521	1217.4327	882.4051	633.386	944.1998	2073.0603	543.7938	2294.3573	1001.1069	7628.8683	1908.8201	1924.6786	320.4865	671.7886	1694.514	1029.4538	824.6579	848.111	386.783	284.2649	1832.8888	236.3405	234.9149	304.8797	1026.9065	633.103	505.6175	261.3782	1125.3718	427.2593	48.8743	415.2424	641.6679	111.3659	1038.3712	1175.0733	285.9717	755.7366	238.6557	1050.9224	1666.7376	173.0321	1064.2548	1284.0393	514.9618	5204.9542	1378.2481	616.9806	55.8108	2268.2619	1726.7902	1286.4291	0	0	55.926	236.0412	0	0	55.9185	0	215.843	1394.965	76.9097	0	0	0	0	62.838	0	0	0	0	0	652.6246	0	1144.4691	417.1704	606.5488	790.8532	1001.1662	1107.0426	377.7975	0	41.9542	1760.2766	0	1357.9202	257.2298	419.0657	374.9649	288.302	391.7803	41.8525	292.0144	176.1848	179.2904	953.9015	268.0548	915.132	619.9525	172.8859	196.7663	206.8221	288.4222	423.4877	460.4274	908.5571	474.0089	375.9556	252.549	
PWY-7371	766.7828	713.3982	816.4706	999.6444	1167.932	1480.6516	1598.2867	3303.4838	562.4312	823.3462	1156.0192	1470.802	859.5	504.9841	1605.7667	1669.0609	602.5183	614.5324	947.959	530.9923	124.6599	714.5	1141.5811	1389.9536	2006.2768	1108.3798	819.1623	983	2106.6488	1519.4417	1591.2347	949.8896	839.3127	2586.5753	1358.7684	372.9737	533.0408	192.1093	195.2595	741.0469	204.3392	356.7263	540.138	420.2215	606.0034	504.3635	890.8316	447	459.4606	146.0841	295.6984	347.2574	228.3088	523.9834	187.9636	91.1271	469.1412	429.5046	611.1595	491.2729	147	414.5406	446.5	399.6577	1548.5883	244.0642	342.0704	513.3555	957.533	2319.685	658.4076	2025.7795	2187.597	7655.3106	12203.5758	820.9129	13819.898	405.1114	360	1504.308	2286.9391	51	1651.3967	596	2864.6858	552.9856	2533	191.6379	32	27	0	4446.8728	6103.1284	1320.8183	3635.2045	618.255	2689.6231	931	4037.9506	4485.2762	3642.2555	1594.2832	786.9772	4972.8273	2048.2296	1216.2642	299.0563	730.2225	224.9911	340.9434	207.3862	61.7908	386.7284	224.216	368.4124	846.7541	288.9875	936.1301	257.1452	508.7267	125.5845	290.4437	577.5514	350.4955	688	1377.574	534.2215	465.1185	176.6269	
