OTU ID,PFF_Jejunum_32,PFF_Jejunum_37,PFF_Jejunum_16,PFF_Jejunum_19,PFF_Jejunum_21,PFF_Jejunum_1910,PFF_Jejunum_1946,PFF_Jejunum_1938,PFF_Jejunum_1945,PFF_Jejunum_17,PFF_Jejunum_14,PFF_Jejunum_18,PFF_Jejunum_1942,PFF_Jejunum_28,PFF_Jejunum_1943,PFF_Jejunum_1906,PFF_Jejunum_1917,PFF_Jejunum_35,PFF_Jejunum_1921,PFF_Jejunum_30,PFF_Jejunum_1908,PFF_Jejunum_1937,PFF_Jejunum_1920,PFF_Jejunum_27,PFF_Jejunum_1944,PFF_Jejunum_1913,PFF_Jejunum_12,PFF_Jejunum_25,PFF_Jejunum_13,PFF_Jejunum_1904,PFF_Jejunum_36,PFF_Jejunum_15,PFF_Jejunum_1914,PFF_Jejunum_11,taxonomy
cb6d8acd960be318f2de783c965ea3c4,287.0,759.0,4.0,63.0,12.0,2259.0,232.0,42.0,0.0,2625.0,13.0,758.0,196.0,3.0,0.0,630.0,653.0,466.0,5907.0,2.0,692.0,0.0,3861.0,75.0,4.0,20.0,98.0,92.0,71.0,95.0,120.0,11.0,366.0,37.0,
85d4f8746f5335ad3fb033f63217b4f5,268.0,450.0,4054.0,255.0,564.0,103.0,63.0,0.0,858.0,64.0,3179.0,50.0,881.0,1102.0,1663.0,5.0,493.0,160.0,5.0,781.0,329.0,2.0,47.0,962.0,225.0,709.0,442.0,139.0,1786.0,536.0,1119.0,120.0,99.0,367.0,
ad2a7f89901c8a9dd23179a0765f6adc,252.0,202.0,529.0,79.0,589.0,39.0,52.0,108.0,295.0,162.0,464.0,0.0,494.0,844.0,819.0,18.0,1087.0,237.0,57.0,801.0,26.0,255.0,270.0,212.0,135.0,353.0,78.0,187.0,393.0,1359.0,21.0,65.0,719.0,1430.0,
47ab7ca2b86bf7ddc91de48d643ef557,239.0,21.0,31.0,9.0,91.0,4.0,10.0,18.0,29.0,11.0,72.0,0.0,63.0,81.0,47.0,2.0,86.0,7.0,12.0,91.0,4.0,43.0,19.0,31.0,76.0,43.0,55.0,30.0,70.0,8.0,11.0,27.0,30.0,174.0,
87d5eb5c39dc813733d0447e55dc3f4b,203.0,972.0,90.0,636.0,837.0,692.0,956.0,8542.0,5384.0,402.0,892.0,11.0,1440.0,28.0,1992.0,53.0,462.0,6.0,562.0,114.0,283.0,170.0,37.0,193.0,670.0,490.0,287.0,2583.0,223.0,726.0,2.0,401.0,120.0,2006.0,
81706d16987c4a13081a92b2fce19bd1,198.0,246.0,126.0,111.0,65.0,169.0,56.0,185.0,480.0,35.0,242.0,2.0,114.0,17.0,53.0,3.0,86.0,64.0,7.0,225.0,3.0,75.0,73.0,73.0,164.0,135.0,102.0,143.0,408.0,166.0,40.0,102.0,207.0,71.0,
67c745c9bd82fa98f18887ceca0155e7,182.0,124.0,1045.0,85.0,35.0,94.0,22.0,168.0,163.0,32.0,942.0,6.0,157.0,1074.0,179.0,7.0,48.0,28.0,5.0,190.0,21.0,178.0,55.0,134.0,232.0,214.0,33.0,64.0,242.0,249.0,83.0,47.0,56.0,76.0,
ebe76aac3344cde5e4c1f24d3866bd13,153.0,0.0,30.0,131.0,0.0,45.0,161.0,82.0,249.0,80.0,22.0,0.0,46.0,10.0,150.0,10.0,117.0,0.0,3.0,0.0,48.0,117.0,62.0,4.0,32.0,0.0,33.0,148.0,172.0,0.0,0.0,7.0,191.0,125.0,
7dcb432f7e6403dc277dc5c4abf771d1,137.0,61.0,127.0,36.0,73.0,65.0,8.0,55.0,64.0,10.0,168.0,2.0,41.0,116.0,160.0,3.0,99.0,13.0,9.0,131.0,15.0,410.0,69.0,21.0,122.0,54.0,41.0,36.0,110.0,104.0,52.0,58.0,47.0,60.0,
149539885082c9fa343b06652170cbb7,134.0,77.0,3.0,40.0,136.0,170.0,37.0,172.0,363.0,19.0,11.0,3.0,14.0,17.0,17.0,10.0,52.0,99.0,13.0,16.0,17.0,131.0,19.0,8.0,7.0,41.0,21.0,86.0,80.0,99.0,3.0,26.0,59.0,108.0,
827d0656daa1fab7f1544a2fc7c19403,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,147.0,0.0,0.0,0.0,0.0,20.0,128.0,0.0,9.0,0.0,93.0,0.0,
9d3815bc57cc81b50cbb8e0fe4f1a8a5,101.0,29.0,66.0,14.0,6.0,12.0,7.0,22.0,61.0,7.0,46.0,2.0,34.0,140.0,38.0,0.0,29.0,5.0,2.0,26.0,5.0,66.0,9.0,45.0,25.0,60.0,12.0,18.0,35.0,45.0,9.0,12.0,16.0,37.0,
4bd2415b45a42185bd77efe20e253f91,99.0,148.0,19.0,37.0,43.0,26.0,66.0,247.0,184.0,14.0,29.0,0.0,47.0,209.0,144.0,9.0,32.0,3.0,2.0,220.0,22.0,74.0,6.0,7.0,13.0,35.0,12.0,73.0,220.0,152.0,20.0,33.0,19.0,243.0,
835f64cdb7b5b19af79e8c9e4fab15ef,99.0,374.0,254.0,112.0,288.0,203.0,72.0,88.0,42.0,26.0,1050.0,15.0,154.0,71.0,252.0,0.0,291.0,77.0,6.0,156.0,62.0,97.0,276.0,725.0,280.0,76.0,268.0,123.0,120.0,292.0,47.0,193.0,91.0,166.0,
8e60022a5388f9113d779a42ff7816c4,90.0,41.0,25.0,14.0,17.0,28.0,3.0,43.0,4.0,3.0,82.0,0.0,0.0,162.0,6.0,0.0,5.0,43.0,0.0,66.0,2.0,33.0,7.0,0.0,2.0,19.0,10.0,26.0,72.0,22.0,4.0,0.0,5.0,24.0,
371096a66354c6c569e66c417b3d2b9a,78.0,9.0,0.0,8.0,24.0,29.0,0.0,5.0,7.0,0.0,5.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,6.0,11.0,4.0,3.0,4.0,10.0,5.0,3.0,0.0,2.0,0.0,0.0,
3db0aa6540ca14f3fe340b712effc212,60.0,11.0,82.0,25.0,5.0,5.0,4.0,7.0,6.0,47.0,69.0,0.0,16.0,262.0,90.0,0.0,44.0,3.0,5.0,12.0,3.0,161.0,22.0,3.0,21.0,15.0,6.0,4.0,26.0,11.0,35.0,12.0,18.0,23.0,
c43ba23e0c4bf42ec8386f7e9db30b92,53.0,0.0,0.0,8.0,0.0,0.0,9.0,73.0,9.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,113.0,0.0,5.0,60.0,133.0,9.0,0.0,0.0,0.0,
33f6cdf7429286085735c5f5caf1b69b,48.0,0.0,22.0,17.0,19.0,48.0,5.0,7.0,86.0,2.0,6.0,0.0,0.0,11.0,18.0,0.0,5.0,2.0,0.0,31.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,74.0,5.0,23.0,421.0,0.0,3.0,36.0,
137b7799cb3f522a10d3c2e0988d03b4,46.0,22.0,0.0,18.0,37.0,22.0,7.0,25.0,29.0,3.0,9.0,0.0,2.0,213.0,0.0,0.0,17.0,6.0,4.0,20.0,2.0,7.0,0.0,4.0,5.0,6.0,2.0,26.0,6.0,7.0,0.0,5.0,4.0,23.0,
09223937fb140366ecadef634c27fd89,44.0,5.0,113.0,11.0,30.0,12.0,7.0,12.0,32.0,10.0,122.0,2.0,12.0,227.0,58.0,0.0,13.0,0.0,2.0,134.0,2.0,26.0,2.0,50.0,13.0,51.0,23.0,2.0,0.0,25.0,52.0,6.0,10.0,5.0,
eeb3b04ad4313fea7fc56fd692f87ce8,41.0,5.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,
b2a698677045dafd3ee0931f336c17d9,40.0,6.0,38.0,2.0,4.0,12.0,3.0,25.0,13.0,6.0,14.0,0.0,8.0,79.0,27.0,0.0,13.0,0.0,0.0,17.0,0.0,30.0,9.0,4.0,7.0,13.0,1.0,4.0,10.0,19.0,2.0,0.0,4.0,46.0,
e9bdb9e30908be17e52d4485129a0589,40.0,0.0,188.0,25.0,0.0,7.0,5.0,27.0,55.0,20.0,36.0,0.0,4.0,123.0,18.0,0.0,0.0,0.0,0.0,53.0,10.0,59.0,0.0,48.0,3.0,47.0,0.0,32.0,97.0,40.0,3.0,0.0,16.0,6.0,
5d92565b6d1bf38c202e594d4f304b99,35.0,11.0,14.0,24.0,2.0,0.0,12.0,28.0,18.0,10.0,14.0,0.0,31.0,17.0,17.0,0.0,20.0,0.0,21.0,17.0,3.0,157.0,6.0,0.0,14.0,5.0,11.0,5.0,21.0,0.0,4.0,15.0,15.0,114.0,
edb2da18e1e0f5ab1c60d3aa6301ef78,34.0,11.0,5.0,24.0,149.0,11.0,17.0,22.0,11.0,8.0,19.0,0.0,13.0,0.0,0.0,0.0,16.0,26.0,0.0,0.0,5.0,32.0,0.0,0.0,0.0,0.0,6.0,7.0,7.0,3.0,0.0,0.0,7.0,14.0,
6fd69b61603b845f47740d2cf56c897a,34.0,7.0,6.0,23.0,17.0,20.0,12.0,75.0,13.0,0.0,13.0,0.0,3.0,19.0,9.0,0.0,16.0,3.0,0.0,17.0,9.0,2.0,12.0,2.0,4.0,1.0,4.0,22.0,73.0,11.0,1.0,0.0,3.0,14.0,
1e32735a3678c24f4157d3a458ecd117,30.0,39.0,1.0,30.0,36.0,3.0,10.0,14.0,11.0,0.0,69.0,0.0,10.0,20.0,3.0,0.0,1.0,0.0,0.0,39.0,4.0,18.0,5.0,12.0,83.0,41.0,15.0,9.0,38.0,6.0,2.0,54.0,10.0,13.0,
83c904e647328a02806e4b199429da81,30.0,12.0,0.0,5.0,30.0,9.0,18.0,90.0,53.0,7.0,12.0,0.0,7.0,25.0,15.0,0.0,11.0,0.0,0.0,22.0,2.0,9.0,4.0,2.0,4.0,4.0,3.0,44.0,63.0,8.0,6.0,0.0,12.0,22.0,
9a4be075dcdac626212498d92c46cf3d,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,
8d72c9b9b6cb5a29bd0247e918ccea78,30.0,39.0,26.0,11.0,41.0,31.0,2.0,36.0,22.0,3.0,45.0,0.0,21.0,144.0,21.0,0.0,8.0,2.0,0.0,78.0,0.0,11.0,11.0,4.0,10.0,15.0,10.0,14.0,46.0,45.0,7.0,7.0,9.0,19.0,
fa1bd564baae3e28dda038918337f1a8,29.0,0.0,0.0,21.0,0.0,3.0,7.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,31.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,196.0,0.0,0.0,3.0,
12aa2fe789bd3aba68bd34f74b348d10,27.0,42.0,17.0,20.0,52.0,0.0,6.0,15.0,14.0,3.0,112.0,0.0,16.0,31.0,16.0,0.0,6.0,0.0,2.0,51.0,0.0,10.0,0.0,14.0,93.0,34.0,21.0,19.0,27.0,14.0,0.0,64.0,1.0,26.0,
7768b9084eae400dfb0ae68bed4e23ca,26.0,0.0,0.0,4.0,4.0,0.0,0.0,5.0,10.0,0.0,4.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,4.0,0.0,5.0,4.0,7.0,0.0,0.0,2.0,5.0,
7d34f0b9081712a97b066deec1a2319d,26.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,369.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,
3f0f980bc042f4e08e85c0c9bd1bddb7,22.0,5.0,7.0,12.0,9.0,2.0,0.0,4.0,10.0,8.0,28.0,0.0,27.0,44.0,21.0,0.0,6.0,2.0,3.0,10.0,0.0,43.0,0.0,4.0,8.0,34.0,3.0,6.0,14.0,4.0,7.0,8.0,8.0,4.0,
c27b76272bdfd2577f21d6f649094e95,19.0,0.0,45.0,2.0,1.0,0.0,0.0,15.0,18.0,3.0,11.0,0.0,11.0,85.0,40.0,0.0,0.0,6.0,0.0,28.0,2.0,22.0,3.0,13.0,9.0,8.0,4.0,2.0,17.0,9.0,2.0,5.0,4.0,22.0,
1f14839dce70014f2a06434742d00b2d,18.0,0.0,0.0,13.0,28.0,26.0,5.0,16.0,72.0,3.0,8.0,0.0,2.0,1.0,0.0,1.0,21.0,31.0,0.0,0.0,0.0,30.0,1.0,3.0,0.0,3.0,10.0,8.0,15.0,0.0,0.0,7.0,9.0,16.0,
6d62c240349f70c1e38d968fb307a14f,18.0,0.0,23.0,2.0,7.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,4.0,
c975907a3459a8c448d897263682a334,14.0,9.0,0.0,18.0,2.0,1.0,3.0,0.0,22.0,2.0,20.0,0.0,4.0,8.0,18.0,0.0,10.0,2.0,0.0,16.0,0.0,23.0,2.0,2.0,7.0,6.0,5.0,3.0,10.0,9.0,3.0,3.0,5.0,14.0,
70c4be5639af9d063ca1cfef6ab26f46,11.0,10.0,11.0,10.0,0.0,0.0,65.0,0.0,0.0,9.0,0.0,5.0,35.0,14.0,0.0,27.0,2.0,46.0,15.0,3.0,16.0,0.0,0.0,21.0,3.0,11.0,0.0,8.0,7.0,0.0,0.0,5.0,2.0,66.0,
261473ea3497d3baf5d36f2f7223b643,9.0,4.0,5.0,2.0,3.0,4.0,11.0,25.0,25.0,5.0,5.0,0.0,0.0,45.0,2.0,0.0,4.0,0.0,0.0,24.0,0.0,6.0,2.0,5.0,0.0,4.0,2.0,4.0,10.0,5.0,0.0,4.0,7.0,17.0,
718a1a03d176ff821709f68d8caa7727,8.0,0.0,27.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,31.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,7.0,
a7669ddd5dfbafabf8dd0be562817cdd,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,7.0,
4a920dbebd4048d310d676c8948b88f9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,
b23a457254d3f740c02a8278d300a993,7.0,0.0,3.0,3.0,14.0,6.0,6.0,0.0,32.0,2.0,14.0,0.0,0.0,0.0,5.0,0.0,11.0,3.0,0.0,0.0,4.0,0.0,6.0,38.0,0.0,3.0,2.0,7.0,0.0,5.0,48.0,0.0,0.0,0.0,
3e117cd7bc036a8a24ab180e8a7798c8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,38.0,0.0,0.0,24.0,
a33a334733dea8eb658faae78a7a1cbd,6.0,5.0,0.0,9.0,5.0,66.0,12.0,12.0,5.0,2.0,0.0,0.0,7.0,0.0,3.0,0.0,10.0,5.0,10.0,5.0,7.0,3.0,15.0,0.0,0.0,21.0,2.0,5.0,6.0,175.0,0.0,5.0,49.0,6.0,
7b37a7938bc78e72c35bcc3d5c4abc4e,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,
b08b52b0ace10d403f4cfaef61375802,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
f11a03037b2a856b13980c9943f85416,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,
8376eec558878f854aaa346a265b53b7,4.0,0.0,0.0,10.0,0.0,0.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
b090703fb1ba5d42d1f1e6cabba1c5f8,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,0.0,0.0,0.0,
7d13600595d909143311ccf4b2638243,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
915c2bf93fd4cd02f824103c7a8e1819,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
517b1ee7138aad78143857f53283906a,3.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,8.0,0.0,0.0,39.0,0.0,0.0,722.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,
9e7f130de8792c7bd069c7ded16db3e3,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,
49da32361442ce16b3e87c26831de23a,3.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,
5be15ac779a0c3e8290ee9a351f55a33,3.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,
374764e234bd7403e4b0337ba7251bb5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
7245760c77308783c978482684b844a6,3.0,2.0,20.0,0.0,2.0,3.0,0.0,0.0,5.0,7.0,22.0,0.0,2.0,3.0,11.0,0.0,4.0,2.0,0.0,2.0,3.0,11.0,0.0,4.0,7.0,4.0,0.0,0.0,10.0,2.0,9.0,0.0,0.0,2.0,
f88150f529b667ab3ae8b7563dba6fbc,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
9d356eb7c0f0916dfe817c608734402c,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6ebadbe6f0780b333d3e1026cf1655cb,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,
54805fd669688517662259398487aac4,2.0,0.0,0.0,16.0,0.0,0.0,37.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6d47b1c64c4202b8ef2f99ac002db05e,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6f170f352b8188156a60e2674634d2b0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
d8c92f98aea4d8ca97ea80e20ca514d6,2.0,0.0,71.0,0.0,67.0,0.0,2.0,0.0,0.0,0.0,37.0,0.0,0.0,24.0,6.0,4.0,16.0,0.0,0.0,12.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,19.0,48.0,2.0,0.0,22.0,
ea7fe09bb76cfd63fc66292b1e7a98d3,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,
bcad6ae63d31caf8ea59ba94516ec2ac,2.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
519816f16ed7e67440ce2b7718eaad85,2.0,0.0,0.0,0.0,6.0,0.0,6.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,
7b3eb8d3996b049e9358c6d6902de2c6,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
